Q,A,label,,,,
4차 산업혁명의 이해  온라인 수업이야?,"보통 대면 수업으로 진행되고, 매주 수업 시간에 풀강으로 수업해. 대신 시험이 오픈북이라서 대면이라고 해도 부담은 적은 편이야.",39,,,,
4차 산업혁명의 이해 프로젝트 있어?,"팀플·조별과제는 없고 개인 과제만 있어. 그래서 사람들하고 맞춰야 하는 스트레스는 없고, 혼자 레포트만 열심히 쓰면 되는 구조야.",39,,,,
4차 산업혁명의 이해 중간고사 있어?,"있어. 중간고사는 오픈북 서술형이고, 교수님이 미리 주제 5개를 알려줘. 그중에서 실제 시험에 3문제가 나오기 때문에, 미리 답을 정리해 두고 시험 시간에 그대로 옮겨 적는 느낌이야.",39,,,,
4차 산업혁명의 이해 기말고사 있어?,"기말도 있어. 기말 역시 오픈북 서술형이고, 중간이랑 마찬가지로 예상 문제를 미리 주시는 편이라 준비만 해 가면 크게 어렵지 않아.",39,,,,
4차 산업혁명의 이해 과제 있어?,"있어.

기말 레포트 1개 – 10페이지 이내 분량으로 4차 산업혁명 관련 주제를 정해서 작성

매주 Padlet(패들릿) 정리 – 그 주 수업 내용을 간단히 정리해서 올리는 형식
이 정도가 메인 과제야.",39,,,,
4차 산업혁명의 이해 과제 어려워?,"레포트 분량이 있어서 살짝 부담될 수 있지만, 난이도 자체는 높지 않고 성실히만 쓰면 되는 수준이야. 패들릿도 “노트 필기한다”는 느낌으로 정리하면 되는 거라, 꾸준함만 있으면 크게 어렵지 않다는 후기가 많아.",39,,,,
4차 산업혁명의 이해 교수님 어때?,"이용태 교수님 수업은 강추한다는 리뷰가 많을 정도로 평이 좋고, 굉장히 착하고 학생 친화적인 스타일이야. 설명도 차분하게 잘 해주시고, 수업 태도만 성실하면 A는 거의 확정 느낌이라는 말도 있어.",39,,,,
4차 산업혁명의 이해 퀴즈 있어?,"주간 퀴즈보다는 매주 패들릿에 수업 내용 요약을 올리는 것이 퀴즈 겸 과제처럼 들어가. 따로 객관식 퀴즈를 자주 보지는 않고, 시험은 중간·기말 두 번이야.",39,,,,
4차 산업혁명의 이해 수업 난이도는?,"내용은 과목명에 맞게 4차 산업혁명 관련 기술·사회 변화 이야기를 다루는데, 관심만 있으면 어렵지 않고 따라가기 쉬운 편이야. 시험이 전부 오픈북이고, 문제도 미리 알려줘서 공부 난이도는 낮은 편이고, 레포트만 조금 신경 쓰면 돼.",39,,,,
4차 산업혁명의 이해 팀플 있어?,팀플 없음. 전부 개인 과제 + 개인 시험이라 조별로 모여야 하는 부담이 없는 게 장점이야.,39,,,,
4차 산업혁명의 이해 시험 어떻게 나와?,"중간·기말 모두 오픈북 서술형 시험이고,

시험 전에 주제 5개를 미리 공개

실제 시험에서는 그중 3문제가 출제
이런 방식이야. 미리 질문 의도에 맞게 답안을 길게 준비해 두고, 시험 때 그대로 써 주면 돼. 교수님이 원하는 포인트 + 내 생각을 함께 정리해서 쓰면 높은 점수를 받기 쉽다는 후기가 많아. 전체적으로 “레포트만 빼면 나머지는 다 좋은, 학점도 잘 나오는 수업” 쪽에 가깝다고 보면 돼.",39,,,,
수요일 2 교양 뭐 있어?,이용태 교수님의 4차 산업혁명의 이해 수업 / 이찬기 교수님의 시장과 경제 수업이 있어,218,,,,
수요일 2 교양 알려줘,이용태 교수님의 4차 산업혁명의 이해 수업 / 이찬기 교수님의 시장과 경제 수업이 있어,218,,,,
수요일 3 교양 뭐 있어?,이용태 교수님의 4차 산업혁명의 이해 수업이 있어,39,,,,
수요일 3 교양 알려줘,이용태 교수님의 4차 산업혁명의 이해 수업이 있어,39,,,,
생명의 신비  온라인 수업이야?,"학기마다 다르지만 보통 대면 녹강 + 온라인 팀토론 형태로 진행되고, 수업 안에서 팀토론 시간을 따로 줘요.",40,,,,
생명의 신비  프로젝트 있어?,"큰 발표 프로젝트보다는, 매주 팀별 토론·한글파일 정리해서 제출하는 조별 과제가 계속 이어지는 방식이에요.",40,,,,
생명의 신비 중간고사 있어?,"있어요. 중간은 한글파일에 서술형 질문들을 정해진 시간 안에 작성해서 제출하는 방식이고, 난이도는 비교적 쉬웠다는 후기가 많아요.",40,,,,
생명의 신비 기말고사 있어?,"네, 기말도 있어요. 오픈북 객관식/서술형 혼합 시험인데, 범위가 넓고 문제가 꽤 어려워서 교양 치고는 난이도가 높은 편이에요.",40,,,,
생명의 신비 과제 있어?,"많아요. 매주 팀별 토론 내용 정리본 제출, 조별 한글파일 과제, 글쓰기 과제 등이 있어서 전공 수업처럼 꾸준히 시간을 써야 해요.",40,,,,
생명의 신비 과제 어려워?,"생명과학 배경지식이 있으면 할 만하지만, 문과·비이과에게는 내용도 생소하고 분량도 많아서 꽤 벅차다는 평가가 많아요. 대신 자료와 인터넷을 찾아보면 답을 찾을 수는 있어요.",40,,,,
생명의 신비 교수님 어때?,"설명을 나긋나긋 잘해주고 학생들 생각을 중요하게 보는 친절하고 열정적인 스타일이라는 후기가 많은 한편, 강의 녹음 음량·채점 기준 설명 부족 때문에 답답했다는 의견도 있어요.",40,,,,
생명의 신비 퀴즈 있어?,"있어요. 매주 퀴즈/질문을 개인 또는 조별로 풀어서 제출하고, 이 내용이 그대로 중간·기말 시험 범위가 돼요",40,,,,
생명의 신비 수업 난이도는?,"기본 내용은 고등학교 생명과학 복습 느낌이지만, 심화내용·자기주도 학습·매주 팀플 때문에 교양치고 공부량이 많고 문과에겐 꽤 어렵게 느껴지는 수업이에요. 이과생에겐 할 만하다는 평이 많고요.",40,,,,
생명의 신비 팀플 있어?,"네, 중간 이후부터 거의 매주 조별 토론·팀플이 있고, 수업 2시간 중 1시간이 팀플일 정도라 팀 과제가 꾸준히 있습니다. 다만 보통 수업시간 내에서 해결해서 따로 자주 모이진 않는 편이에요.",40,,,,
생명의 신비 시험 어떻게 나와?,"중간·기말 2번 보고,

중간: 매주 나갔던 퀴즈/질문들을 모아 서술형으로 한글파일에 시간 내 작성 후 제출

기말: 오픈북 객관식/서술형 시험으로, 그동안의 퀴즈·교안에서 많이 나오지만 문제 자체가 어려워서 꼼꼼히 준비해야 해요. 열심히 하면 A~A+도 충분히 나오지만, 상대평가라 경쟁이 있는 편입니다.",40,,,,
"월요일 5,6 교양 뭐 있어?",문성채 교수님의 생명의 신비 수업 / 박재서 교수님의 현대생활과 체육 수업 / 김동현 교수님의 골프의이론과실제 수업 / 정의솔 교수님의 여성학 수업이 있어,219,,,,
"월요일 5,6 교양 알려줘",문성채 교수님의 생명의 신비 수업 / 박재서 교수님의 현대생활과 체육 수업 / 김동현 교수님의 골프의이론과실제 수업 / 정의솔 교수님의 여성학 수업이 있어,219,,,,
보건학 수업 온라인 수업이야?,"학기마다 다르지만, 코로나 때는 비대면 혼강(온라인) 으로 진행되었고, 최근에는 주로 대면 수업 + PPT 강의 형태야. 어느 방식이든 강의 내용은 PPT 위주로 차분히 설명해 주셔서 따라가기 어렵지 않다는 후기가 많아.",41,,,,
보건학 프로젝트 있어?,"팀플·조별 프로젝트는 없고 개인 위주의 수업이야. 과제도 복잡한 프로젝트가 아니라, 간단한 보고서나 짧은 조사 과제 정도만 한두 번 나오는 수준이라는 후기가 많다.",41,,,,
보건학 중간고사 있어?,"있어. 보통 중간·기말 두 번 시험을 보는데,

예전: 오픈북 객관식 위주

최근: 오픈북이 아닌 객관식 25문제 형태로 보는 학기도 있었어.
강조해 준 PPT·수업 내용에서 그대로 나와서, 수업만 잘 들어도 무난하게 풀 수 있는 편이라는 평가가 많아.",41,,,,
보건학 기말고사 있어?,"기말도 있음. 단답형·약술형이 섞인 시험으로 나오는 학기도 있고, 어떤 학기에는 중간·기말 모두 오픈북으로 진행되기도 했어. 난이도는 전체적으로 어렵지 않고, 공부한 내용 그대로 나와서 문제 자체는 쉽지만, 다들 점수를 잘 받아서 학점 경쟁이 조금 빡세다는 이야기가 많아.",41,,,,
보건학 과제 있어?,"과제는 많지 않고 매우 간단한 편이야.

질병 관련 간단 보고서 1페이지

수업 시간에 모바일로 하는 짧은 활동

간단한 퀴즈/체크 수준 과제
정도라서, “5분이면 끝나는 과제”라는 후기도 있을 정도로 부담은 크지 않아.",41,,,,
보건학 과제 어려워?,"전혀 어렵지 않다는 후기가 대부분이야.
조금 시간 들여 조사해야 하는 보고서가 1번 정도 있고, 나머지는 간단한 퀴즈·설문 수준이라 생물·보건 비전공자도 충분히 할 수 있는 난이도라고 보면 돼.",41,,,,
보건학 교수님 어때?,"교수님 평이 정말 좋아.

설명을 쉽게, 귀에 쏙쏙 들어오게 잘해주시고

PPT도 정리 잘 되어 있고 PDF로 올려주심

학생들 성적도 꽤 너그럽게 주려고 하시고, 신경 많이 써 주신다는 후기가 많아.
그래서 “수업도 재밌고, 가장 많이 배워가는 교양”이라는 평가가 자주 보여.",41,,,,
보건학 퀴즈 있어?,"네, 있지만 난이도는 매우 낮은 편이야.
수업 중간에 모바일로 간단히 풀거나, 과제 형식으로 나오는 퀴즈 정도라 깊게 공부해야 할 수준은 아니고, 거의 출석·이해도 체크에 가까운 느낌이야.",41,,,,
보건학 수업 난이도는?,"내용은 보건·질병 관련 기본 개념이라 전공자가 아니어도 이해할 수 있고, 교양답게 무난하게 흘러가는 수업이야. 외울 게 조금 많긴 하지만 PPT에 다 정리돼 있어서 그거 중심으로 외우면 돼. 다만 보건계열 학생들이 많이 듣고 다들 열심히 해서, 상대적으로 학점 경쟁은 좀 빡센 편이라는 후기가 많다.",41,,,,
보건학 팀플 있어?,"팀플 없음.
조별 모임, 발표 같은 건 따로 없고, 전부 개인 공부 + 개인 과제 + 개인 시험으로 진행돼서 팀플 스트레스는 전혀 없는 과목이야.",41,,,,
보건학 시험 어떻게 나와?,"중간·기말 두 번 보고,

형식: 객관식(중간 25문제 정도), 기말은 객관식 + 단답·약술 혼합인 학기도 있음

범위: 교수님이 PPT와 수업 중 강조한 부분에서 그대로 출제

어떤 학기는 오픈북, 최근에는 오픈북이 아닌 경우도 있음

문제 자체는 “전날 하루 공부해서 A 받았다”는 말이 나올 정도로 쉬운 편이지만, 다들 잘 봐서 조금만 틀려도 학점에서 차이가 나는 과목이라고 보면 돼.",41,,,,
"수요일 6,7 교양 뭐 있어?",박혜원 교수님의 보건학 수업이 있어,41,,,,
"수요일 6,7 교양 알려줘",박혜원 교수님의 보건학 수업이 있어,41,,,,
"목요일 5,6,7 교양 뭐 있어?",인공지능 수업이 있어,42,,,,
"목요일 5,6,7 교양 알려줘",인공지능 수업이 있어,42,,,,
최가을 교수님의 메가트렌드와 미래디자인 수업 온라인 수업이야?,"주로 대면 수업으로 진행되고, 시작할 때 직접 이름을 하나씩 호명해서 출석을 부른 뒤, 교수님이 미리 짜 둔 조대로 자리를 옮겨 앉아서 수업을 시작해요.",43,,,,
최가을 교수님의 메가트렌드와 미래디자인 수업 프로젝트 있어?,"전통적인 의미의 한 번짜리 ‘큰 프로젝트’라기보다는, 한 학기 동안 계속 누적해서 쓰는 개인 보고서 프로젝트에 가깝고, 매주 조별 활동을 통해 아이디어를 정리해서 최종적으로 40쪽 정도 되는 보고서 형태로 완성하게 돼요.",43,,,,
최가을 교수님의 메가트렌드와 미래디자인 수업 중간고사 있어?,"필기시험 형태의 중간고사는 없고, 중간고사 주간에 그동안 작성한 보고서 중 하나를 골라서 5분 정도 개인 발표를 합니다. 이 발표가 중간 평가를 대신해요.",43,,,,
최가을 교수님의 메가트렌드와 미래디자인 수업 기말고사 있어?,"기말도 마찬가지로 시험지 보는 방식이 아니라, 한 학기 동안 써 온 보고서들 중에서 중요한/재미있는 내용을 골라 5분 정도 발표하는 형태로 진행돼요.",43,,,,
최가을 교수님의 메가트렌드와 미래디자인 수업 과제 있어?,"거의 매주 수업 시간에 활동지 + 보고서 작성이 있어요. 조별로 아이디어를 정리한 뒤, 각자 관심 분야나 전공에 맞춰 AI(챗GPT 등)에게 시켜본 결과를 바탕으로 개인 보고서를 Google 문서에 작성·누적하는 게 주 과제입니다. 별도의 집에서 하는 과제는 많지 않고, 수업 시간 안에 쓰는 비중이 커요.",43,,,,
최가을 교수님의 메가트렌드와 미래디자인 수업 과제 어려워?,"내용 자체가 어렵다기보다는 매주 꾸준히 써야 하는 양이 많고, 밀리면 한 번에 정리하기 힘든 점이 부담이에요. AI 사용은 허용·권장해서 자료 찾는 건 어렵지 않지만, 교수님이 재미있고 독창적인 아이디어를 더 좋아해서 그냥 평범하게만 쓰면 점수 차이가 나는 편이에요.",43,,,,
최가을 교수님의 메가트렌드와 미래디자인 수업 교수님 어때?,"전반적으로 매우 친절하고 착하다는 평가가 많고, 학생들이 전공·관심 분야를 반영해서 스스로 미래 트렌드를 설계해 보도록 도와주는 스타일이에요. 수업도 종종 일찍 끝내주시고, 발표 아이디어가 인상적이면 A+도 잘 주시는 편인데, 구체적인 평가 기준이 눈에 딱 보이지 않아 “나는 잘한 것 같은데 B+/비+ 나왔다”는 아쉬운 후기도 있어요.",43,,,,
